full_text,text_final,skor_sentimen,label
Pendaftaran SPPG ditutup? Tenang bukan berarti programnya berhenti! Penambahan layanan untuk menjangkau Jutaan penerima mbg terus dilakukan dari dalam sistem yang sudah berjalan. Ekspansi jalan terus demi gizi anak bangsa #MakanBergiziGratis #MBG https://t.co/xuC9sWIaNi,daftar sppg tutup tenang bukan program henti tambah layan jangkau juta terima mbg sistem jalan ekspansi jalan gizi anak bangsa,-7,negatif
Mengontrol program besar tidak bisa sekadar jalan. Sistem IT MBG dibangun khusus untuk memantau distribusi makanan kepada Jutaan penerima mbg secara real-time di seluruh Indonesia! Cepat terpantau dan berbasis data #MakanBergiziGratis #MBG https://t.co/KGrcPOXdJJ,kontrol program tidak jalan sistem mbg bangun khusus pantau distribusi makan juta terima mbg real time indonesia cepat pantau bas data,1,positif
Gizi baik untuk generasi sehat pendidikan kuat untuk masa depan cerah dan ekonomi lokal yang berdaya. Itulah tiga pilar utama yang ingin dicapai melalui senyum Jutaan penerima mbg. Mari kawal bersama program ini menuju Indonesia Maju #MakanBergiziGratis #MBG https://t.co/O0Bctg6YkQ,gizi generasi sehat didik kuat cerah ekonomi lokal daya pilar utama capai senyum juta terima mbg kawal program indonesia maju,2,positif
Jutaan penerima MBG merasakan manfaat gizi untuk masa depan sehat dan produktif bangsa. #MakanBergiziGratis #IndonesiaSehat #GenerasiEmas https://t.co/zdCmPDFKfy,juta terima mbg rasa manfaat gizi sehat produktif bangsa,12,positif
BGN Tetapkan Wilayah Prioritas Berbasis Data Nasional Agar Program MBG Tepat Sasaran #MakanBergiziGratis https://t.co/yLlTXdQvAo,bgn tetap wilayah prioritas bas data nasional program mbg sasar,0,netral
Langkah Strategis BGN dalam Pemerataan Program MBG #MakanBergiziGratis https://t.co/nDERfh6yaY,langkah strategis bgn perata program mbg,6,positif
 Ayam bau bangkai buat anak sekolah? Gila! SDN Sinaralam Cianjur jadi saksi bobroknya distribusi MBG. Kalau guru aja nggak kuat cium aromanya kok berani-beraninya dikasih ke siswa? Siapa yang bertanggung jawab atas kecerobohan ini?! #MakanBergiziGratis #SkandalMBG ((Malming)) https://t.co/8qvkvaTe9J,ayam bau bangkai anak sekolah gila sdn sinaralam cianjur saksi bobrok distribusi mbg guru enggak kuat cium aroma berani berani kasih siswa tanggung ceroboh malming,-12,negatif
@Metro_TV investasi nasional MBG jangkau puluhan juta penerima. Jutaan penerima mbg #makanbergizigratis #nawacita #makanbergizi https://t.co/B9skFHoRYP,investasi nasional mbg jangkau puluh juta terima juta terima mbg,8,positif
@Metro_TV Pendaftaran ditutup buakan berarti berhenti Jutaan penerima mbg #makanbergizigratis #nawacita #makanbergizi https://t.co/tq0Xs1oBjQ,daftar tutup bua henti juta terima mbg,-4,negatif
@Metro_TV Mengontrol program besar bukan sekedar menjalankan sistem IT MBG dibangun untuk memastikan pelaksanaan bisa dipantau sevara langsung di lapangan. Jutaan penerima mbg #makanbergizigratis #nawacita #makanbergizi https://t.co/KNFLIiC2hk,kontrol program bukan dar jalan sistem mbg bangun laksana pantau sevara langsung lapang juta terima mbg,5,positif
@Metro_TV investasi gizi nasional MBG jangkau puluhan juta penerima. Jutaan penerima mbg #makanbergizigratis #nawacita #makanbergizi https://t.co/JiP7ebT9XI,investasi gizi nasional mbg jangkau puluh juta terima juta terima mbg,8,positif
Sebagian besar anggaran MBG kembali ke masyarakat melalui sektor pangan sekaligus memastikan anak mendapat nutrisi yang dibutuhkan #cerdasdarimbg #makanbergizigratis #mbg #mbglawanstunting https://t.co/9641dQ469H,anggar mbg masyarakat sektor pangan anak nutrisi butuh,-5,negatif
Menuju generasi cerdas dan berdaya saing. Program bagi jutaan penerima mbg memberikan kepastian asupan nutrisi seimbang setiap hari bagi siswa. #MakanBergiziGratis #ProgramMBG https://t.co/ZqhkJRVv2t,generasi cerdas daya saing program juta terima mbg pasti asupan nutrisi imbang siswa,6,positif
Komitmen pemerintah dalam pemenuhan nutrisi. Jutaan penerima mbg di seluruh penjuru tanah air menjadi prioritas dalam program ini. #MakanBergiziGratis #ProgramMBG https://t.co/sslBSDbf98,komitmen perintah penuh nutrisi juta terima mbg penjuru tanah air prioritas program,0,netral
Monitoring real-time memastikan setiap porsi sampai kepada jutaan penerima mbg dengan standar gizi terbaik. #MakanBergiziGratis #ProgramMBG https://t.co/5WvrQDMsnh,monitoring real time porsi juta terima mbg standar gizi baik,10,positif
Penutupan pendaftaran SPPG adalah langkah strategis untuk fokus melayani Jutaan penerima mbg dengan kualitas pelayanan yang lebih prima. #MakanBergiziGratis #ProgramMBG https://t.co/p4aHuRFv50,tutup daftar sppg langkah strategis fokus layan juta terima mbg kualitas layan prima,13,positif
Anggaran besar disiapkan demi menjangkau jutaan penerima mbg dengan kualitas menu makanan yang terbaik. #MakanBergiziGratis #ProgramMBG https://t.co/Qe2zoN33lf,anggar siap jangkau juta terima mbg kualitas menu makan baik,14,positif
Yang dibicarakan dari MBG bukan cuma soal makan tapi juga soal dampak lanjutannya. Ada aspek gizi anak yang menjadi perhatian dan ada juga keterlibatan UMKM yang memberi pengaruh pada perputaran ekonomi masyarakat. * #MakanBergiziGratis * #UMKMIndonesia * #PemberdayaanUMKM https://t.co/I4glfBXEfV,bicara mbg bukan makan dampak lanjut aspek gizi anak perhati libat umkm pengaruh putar ekonomi masyarakat,-14,negatif
PENGUSAHA DAPUR MINTA MAKAN BERGIZI GRATIS LANJUT SAMPAI 25 TAHUN! Pengusaha dapur minta Program Makan Bergizi Gratis dilanjut sampai dua puluh lima tahun ke depan! Asosiasi Pengusaha dan https://t.co/2MaEiHxEro #makanbergizigratis #kabinetmerahputih #beritaterkini #riau https://t.co/uzVCrZYjg0,usaha dapur makan gizi gratis usaha dapur program makan gizi gratis lanjut puluh asosiasi usaha,-5,negatif
Keselamatan dan gizi anak bangsa adalah harga mati! Pemerintah tindak tegas 1.700 dapur MBG yang curangi porsi makanan dan langsung menutup SPPG pelanggar standar sanitasi. Mari bersama kawal kualitas program ini demi generasi sehat! #MakanBergiziGratis #KawalMBG https://t.co/HDd0tv2X3M,selamat gizi anak bangsa harga mati perintah tindak dapur mbg curang porsi makan langsung tutup sppg langgar standar sanitasi kawal kualitas program generasi sehat,5,positif
Program MBG membawa harapan baru untuk memenuhi kebutuhan gizi bagi anak-anak Papua #MakanBergiziGratis #PapuaSehat #CerdasTanpaStunting https://t.co/CoGeTBWnI3,program mbg bawa harap penuh butuh gizi anak anak papua,-13,negatif
Sistem IT MBG pantau jutaan penerima MBG secara real-time di 1.843 titik! Bukan sekadar salurkan tapi pastikan tepat sasaran. 🇮🇩 #MBG #MakanBergiziGratis #BadanGiziNasional https://t.co/GNfCX3z31G,sistem mbg pantau juta terima mbg real time titik bukan salur pasti sasar,1,positif
Pendaftaran SPPG tutup bukan berarti MBG berhenti! Jutaan penerima MBG tetap terlayani lewat perluasan mitra &amp; unit yang sudah berjalan. #MBG #SPPG #MakanBergiziGratis https://t.co/jjSfSRyklY,daftar sppg tutup bukan mbg henti juta terima mbg layan luas mitra amp unit jalan,-10,negatif
1.700 SPPG Disuspend karena Kurangi Porsi MBG Ayam Dipotong hingga 20 Bagian https://t.co/kfTHJzIZgV #makanbergizigratis #mbg #sppg #bgn #bappisus #gizianak #beritaterkini2026 #programpemerintah #kesehatanmasyarakat #BITVONLINE https://t.co/4d5szxiv5X,sppg disuspend kurang porsi mbg ayam potong,-1,negatif
Bappisus Ingatkan Pengusaha yang Kelola MBG: Jangan Hanya Kejar Profit! https://t.co/hjUFcUWqva #MakanBergiziGratis #ProgramMBG #Bappisus #ArisMarsudiyanto #GiziAnakIndonesia #MBGIndonesia #ProgramPemerintah #KetahananPangan #GiziNasional #DapurMBG #BITVONLINE #MALMING,bappisus ingat usaha kelola mbg jangan kejar profit,-7,negatif
Bappisus Ungkap 1.700 SPPG Disuspend BGN Temukan Dugaan Pengurangan Porsi MBG https://t.co/VUMdrJod5L #MBG #MakanBergiziGratis #SPPG #BGN #Bappisus #ArisMarsudiyanto #ProgramMBG #GiziNasional #IndonesiaSehat #MakananBergizi #ProgramPemerintah #BITVONLINE #MALMING,bappisus sppg disuspend bgn temu duga kurang porsi mbg,5,positif
Bappisus: Anggaran Program MBG Sudah Terencana Tidak Ugal-ugalan https://t.co/hQ5rr50tuz #MBG #MakanBergiziGratis #BGN #Bappisus #ArisMarsudiyanto #AnggaranPemerintah #ProgramMBG #GiziNasional #KebijakanPemerintah #BeritaPemerintah #BreakingNewsIndonesia #BITVONLINE #MALMING,bappisus anggar program mbg rencana tidak ugal ugalan,-4,negatif
MBG itu investasi otak anak bangsa supaya nggak stunting dan bisa konsentrasi belajar. Sekolah yang layak dan guru yang sejahtera itu kewajiban negara yang lain bukan berarti harus saling mengorbankan. Stop benturkan perut siswa dengan kesejahteraan guru #MakanBergiziGratis https://t.co/GfBcr8YDDe,mbg investasi otak anak bangsa enggak stunting konsentrasi ajar sekolah layak guru sejahtera wajib negara bukan korban stop bentur perut siswa sejahtera guru,0,netral
Testimoni dari Hanan Al Jihad (Ketua HMI Lebak) soal pentingnya pengawasan program MBG demi kemaslahatan masyarakat. #MakanBergiziGratis #MBGIndonesiaSehat #GenerasiEmas2045 #HMI #MahasiswaLebak #KawalProgramPemerintah #GiziAnakBangsa #PrestasiMaksimal #GenZUpdate #Indonesia https://t.co/HY35x0RGZi,testimoni hanan al jihad ketua hmi lebak awas program mbg maslahat masyarakat,10,positif
Penguatan pengawasan teknis jadi kunci keberhasilan Program MBG. Demi kualitas keamanan dan masa depan generasi bangsa. #ProgramMBG #MakanBergiziGratis #MBG #IndonesiaSehat #IndonesiaEmas2045 https://t.co/ctYbvAmL5d,kuat awas teknis kunci hasil program mbg kualitas aman generasi bangsa,7,positif
Bukan hanya soal pemenuhan gizi tetapi juga tentang dampak yang lebih luas bagi masyarakat. Program MBG disebut telah menjangkau jutaan anak sementara keterlibatan UMKM ikut memberi efek pada pergerakan ekonomi di tingkat baw #MakanBergiziGratis #UMKMIndonesia #PemberdayaanUMKM https://t.co/3nu027DYqQ,bukan penuh gizi dampak luas masyarakat program mbg jangkau juta anak libat umkm efek gera ekonomi tingkat baw,0,netral
Itulah sebabnya MBG sering dilihat sebagai program yang punya dimensi lebih luas bukan hanya untuk hari ini tetapi juga berkaitan dengan masa depan generasi dan pemberdayaan ekonomi warga. * #MakanBergiziGratis - #UMKMIndonesia - #PemberdayaanUMKM,mbg program dimensi luas bukan kait generasi daya ekonomi warga,-2,negatif
Kesehatan anak bangsa bukan tempat untuk coba-coba. Melalui peninjauan SPPG (Setuan Pelayanan Pemenuhan Gizi) kita pastikan setiap butir nasi dan lauk yang sampai ke meja makan sudah melewati kontrol ketat. #ProgramMBG #GiziAnakBangsa #MakanBergiziGratis #IndonesiaEmas2045 https://t.co/kQKksbrH0i,sehat anak bangsa bukan coba coba tinjau sppg setu layan penuh gizi pasti butir nasi lauk meja makan lewat kontrol ketat,-2,negatif
Program MBG berdampak positif bagi UMKM dan lapangan kerja. Pilar MBG Kuat menggerakkan roda ekonomi mulai dari desa hingga ke kota. #MakanBergiziGratis https://t.co/ZNcu6hG7hg,program mbg dampak positif umkm lapang kerja pilar mbg kuat gerak roda ekonomi desa kota,-1,negatif
Generasi sehat bermula dari piring yang penuh gizi. 56% masyarakat sepakat bahwa Transformasi Gizi Bangsa harus terus berjalan demi kualitas hidup anak cucu. #MakanBergiziGratis https://t.co/r1dYyH9DN8,generasi sehat piring penuh gizi masyarakat sepakat transformasi gizi bangsa jalan kualitas hidup anak cucu,3,positif
Pembangunan fisik dan pemenuhan gizi anak merupakan prioritas utama. Transformasi Gizi Bangsa dukung prestasi di sekolah. #MakanBergiziGratis https://t.co/GKog0Yf3Dr,bangun fisik penuh gizi anak prioritas utama transformasi gizi bangsa dukung prestasi sekolah,4,positif
Dari target 60 juta sudah 36 juta anak terbantu nih bukti Transformasi Gizi Bangsa Pilar MBG Kuat makin nyata manfaatnya #MakanSiangGratis #BeritaViral BBCA pop ice BPJS Infinix GT 50 Pro https://t.co/LyMkkAHUZo,target juta juta anak bantu nih bukti transformasi gizi bangsa pilar mbg kuat nyata manfaat bbca pop ice bpjs infinix pro,8,positif
Dukungan warga buat Makan Bergizi Gratis makin kenceng aja nih. Bukti kalau program ini emang dibutuhin banget buat masa depan! #MakanBergiziGratis #MBG2026 https://t.co/rulG0QIaBg,dukung warga makan gizi gratis kencang nih bukti program dibutuhin banget,6,positif
Survey Cyrus Network buktikan 56% masyarakat dukung keberlanjutan MBG karena nyata bantu gizi &amp; ringankan beban keluarga! Transformasi Gizi Bangsa terbukti! #TransformasiGiziBangsa #MBG #MakanBergiziGratis https://t.co/hoZU4ptT8C,survey cyrus network bukti masyarakat dukung lanjut mbg nyata bantu gizi amp ringan beban keluarga transformasi gizi bangsa bukti,-7,negatif
Setuju banget sama Pak Ipay Rivai! Program Makan Bergizi Gratis ini investasi buat masa depan anak-anak Indonesia biar tumbuh sehat dan cerdas. Dukung terus! #MakanBergiziGratis #DukungMBG #GenerasiSehat #AnakCerdas #MasaDepanCerah #IndonesiaKuat https://t.co/AhxmB4otaM,tuju banget ipay rivai program makan gizi gratis investasi anak anak indonesia biar tumbuh sehat cerdas dukung,3,positif
Mantap! Program Makan Bergizi Gratis (MBG) dikebut Pemprov Banten. Pengawasan ketat biar kualitasnya top tier dan tepat sasaran! #MBGDikebut #PemprovBanten #MakanBergiziGratis #KesehatanAnak #GiziSehat #IndonesiaSehat https://t.co/AwmtWqh6Am,mantap program makan gizi gratis mbg kebut pemprov banten awas ketat biar kualitas top tier sasar,14,positif
BGN Gandeng KPK #MakanBergiziGratis,bgn gandeng kpk,0,netral
Langkah tegas diambil demi memastikan setiap rupiah dan setiap porsi makanan sampai ke tangan yang berhak tanpa celah. BGN Gandeng KPK untuk memperkuat sistem pengawasan dan mencegah segala bentuk penyimpangan dalam operasional di lapangan. #MBG #MakanBergiziGratis #BGN https://t.co/RFGRA1NJHs,langkah ambil rupiah porsi makan tangan hak tanpa celah bgn gandeng kpk kuat sistem awas cegah bentuk simpang operasional lapang,0,netral
Bukan cuma soal makan gratis tapi soal kepercayaan ️ Program MBG jalan besar tapi satu hal yang dijaga ketat PENGAWASAN #makanbergizigratis #programpemerintah #visipresidenprabowo #astacita #gizisehatuntukindonesia https://t.co/aTMLudO8Eo,bukan makan gratis percaya program mbg jalan jaga ketat awas,0,netral
Program Makan Bergizi Gratis (MBG) bukan sekadar bagi makanan tapi investasi masa depan generasi 🇮🇩 Makanya satu hal yang gak boleh kompromi PENGAWASAN #makanbergizigratis #programpemerintah #visipresidenprabowo #astacita #gizisehatuntukindonesia https://t.co/mz0pbx6yt8,program makan gizi gratis mbg bukan makan investasi generasi enggak kompromi awas,-1,negatif
Program Makan Bergizi Gratis (MBG) bukan cuma soal bagi-bagi makanan tapi soal masa depan generasi #makanbergizigratis #programpemerintah #visipresidenprabowo #astacita #gizisehatuntukindonesia https://t.co/lsSC6Rnhb5,program makan gizi gratis mbg bukan makan generasi,-2,negatif
Program besar pengawasan berlapis! BGN Gandeng KPK perkuat integritas &amp; cegah kebocoran dana. Integritas dijaga demi gizi anak-anak Indonesia. #MakanBergiziGratis https://t.co/UOO60lMQ9G,program awas lap bgn gandeng kpk kuat integritas amp cegah bocor dana integritas jaga gizi anak anak indonesia,-12,negatif
Kepala BGN berkomitmen perbaiki tata kelola. BGN Gandeng KPK awasi potensi korupsi. Kita pastikan uang negara kembali seutuhnya untuk rakyat! #MakanBergiziGratis https://t.co/LwSxAeIrX6,kepala bgn komitmen baik tata kelola bgn gandeng kpk awas potensi korupsi pasti uang negara utuh rakyat,6,positif
Menurutmu Mengapa Masyarakat Mengkritik MBG? #makanbergizigratis #pemerintah #dekade08 https://t.co/hmKiggKUZR,turut masyarakat kritik mbg,-8,negatif
MBG didukung skema pengawasan keamanan pangan berlapis! Sampel diambil tiap batch BPOM &amp; Dinkes ikut awasi demi kualitas terjaga! #BGNGandengKPK #MakanBergiziGratis https://t.co/2BINDL4ubu,mbg dukung skema awas aman pangan lap sampel ambil batch bpom amp dinkes awas kualitas jaga,-1,negatif
BGN gandeng KPK awasi program MBG dari 8 titik rawan korupsi! Transparansi bukan pilihan tapi fondasi program publik yang kuat! ️ #BGNGandengKPK #MakanBergiziGratis https://t.co/aC8Hdhx7Et,bgn gandeng kpk awas program mbg titik rawan korupsi transparansi bukan pilih fondasi program publik kuat,-16,negatif
Pengadaan sepeda motor listrik oleh Badan Gizi Nasional (BGN) dalam Program Makan Bergizi Gratis (MBG) menjadi langkah strategis untuk menembus keterbatasan akses baik di wilayah terpencil maupun gang sempit perkotaan. #MBG #makanbergizigratis https://t.co/FaUU5SXrnh,ada sepeda motor listrik badan gizi nasional bgn program makan gizi gratis mbg langkah strategis tembus batas akses wilayah pencil gang sempit kota,-1,negatif
Program Makan Bergizi Gratis (MBG) hadir sebagai wujud perhatian pemerintah untuk meningkatkan kesehatan dan masa depan generasi muda di Tanah Papua. #MBG #MakanBergiziGratis #PapuaSehat #PapuaCerdas #papua https://t.co/wFQB0OaSSA,program makan gizi gratis mbg hadir wujud perhati perintah tingkat sehat generasi muda tanah papua,4,positif
BGN Buka Akses Validasi Data MBG Publik Bisa Cek Penerima Makan Bergizi Gratis https://t.co/T4OTMfS9r0 #BGN #MakanBergiziGratis #MBG #ValidasiDataMBG #ProgramPemerintah #GiziAnak #StuntingIndonesia #Kemiskinan #BeritaNasional #bitvonline https://t.co/u0pGC5fuNR,bgn buka akses validasi data mbg publik cek terima makan gizi gratis,1,positif
Integritas tanpa kompromi dilakukan saat BGN Gandeng KPK awasi potensi korupsi di setiap lini program. #MakanBergiziGratis https://t.co/a975ZUgljS,integritas tanpa kompromi bgn gandeng kpk awas potensi korupsi lini program,4,positif
Gizi anak terpenuhi dan UMKM pun ikut tumbuh mandiri. BGN Gandeng KPK kawal ketat setiap proses pengadaan barang di lapangan. #MakanBergiziGratis https://t.co/rujn5kz5im,gizi anak penuh umkm tumbuh mandiri bgn gandeng kpk kawal ketat proses ada barang lapang,-5,negatif
Kualitas gizi terjaga dari hulu hingga ke hilir. BGN Gandeng KPK jaga program tetap bersih dan tepat sasaran bagi masyarakat luas. #MakanBergiziGratis https://t.co/rEfdXW85tE,kualitas gizi jaga hulu hilir bgn gandeng kpk jaga program bersih sasar masyarakat luas,6,positif
Serang makin level up! Program Makan Bergizi Gratis (MBG) makin meluas lewat SPPG. Gak cuma bikin sehat tapi juga gerakin ekonomi lokal. #KotaSerangSehat #MakanBergiziGratis #GenerasiEmas #SerangLevelUp #IndonesiaKuat #MBG2026 https://t.co/Cn0n8P3pWQ,serang level up program makan gizi gratis mbg luas sppg enggak bikin sehat gerakin ekonomi lokal,6,positif
